,reservation_id,copy_id,position_in_queue
2865,1438,3373,1
2866,1438,1732,1
2867,1439,57,1
2868,1439,3601,2
2869,1439,299,1
2870,1440,3211,1
2871,1440,4763,1
2872,1440,2308,1
2873,1441,2001,3
2874,1441,3931,1
2875,1442,3895,1
2876,1442,2870,2
2877,1443,213,1
2878,1443,4735,2
2879,1444,4970,2
2880,1445,462,1
2881,1446,3188,1
2882,1446,2443,1
2883,1446,218,3
2884,1447,3644,1
2885,1447,477,4
2886,1447,2339,2
2887,1448,206,1
2888,1449,469,2
2889,1449,46,2
2890,1449,2261,2
2891,1450,2423,1
2892,1450,4826,2
2893,1450,4014,1
2894,1451,3839,1
2895,1451,3373,2
2896,1451,1357,1
2897,1452,2056,2
2898,1453,3797,1
2899,1454,1759,1
2900,1454,3534,2
2901,1455,2436,3
2902,1455,2223,1
2903,1455,2976,1
2904,1456,2861,1
2905,1456,730,1
2906,1457,4035,3
2907,1457,285,2
2908,1457,15,2
2909,1458,1392,1
2910,1459,1072,1
2911,1459,1257,2
2912,1459,1048,1
2913,1460,1338,2
2914,1460,4912,1
2915,1460,3996,1
2916,1461,1323,2
2917,1461,222,1
2918,1462,3011,2
2919,1463,3960,1
2920,1464,4957,2
2921,1465,1405,2
2922,1466,4413,1
2923,1466,1645,2
2924,1467,58,1
2925,1467,2096,2
2926,1467,4341,1
2927,1468,4978,2
2928,1469,1777,1
2929,1470,1209,1
2930,1470,1446,1
2931,1471,3205,2
2932,1471,3808,1
2933,1471,752,1
2934,1472,1956,1
2935,1472,4831,1
2936,1472,1183,1
2937,1473,1407,1
2938,1474,463,2
2939,1474,1368,2
2940,1475,4966,1
2941,1475,1226,1
2942,1475,719,1
2943,1476,4051,1
2944,1477,3630,1
2945,1477,3698,2
2946,1477,3880,2
2947,1478,46,3
2948,1479,2299,1
2949,1479,1585,1
2950,1480,2447,1
2951,1480,4524,1
2952,1480,2989,1
2953,1481,4806,1
2954,1482,3428,2
2955,1483,2454,1
2956,1484,2293,1
2957,1484,2969,2
2958,1484,2144,1
2959,1485,3467,2
2960,1485,1967,1
2961,1485,2829,1
2962,1486,1509,2
2963,1486,1111,2
2964,1486,3816,2
2965,1487,241,1
2966,1487,4180,2
2967,1488,3792,1
2968,1489,3494,1
2969,1489,350,1
2970,1489,620,1
2971,1490,3678,1
2972,1490,3238,2
2973,1491,4630,1
2974,1491,821,1
2975,1492,4678,3
2976,1493,3948,1
2977,1494,2057,2
2978,1494,4449,2
2979,1495,685,1
2980,1495,317,1
2981,1496,4185,1
2982,1496,259,1
2983,1496,2321,1
2984,1497,3955,2
2985,1497,1706,3
2986,1498,2205,2
2987,1498,292,1
2988,1499,995,1
2989,1500,4747,2
2990,1500,3776,2
2991,1501,2552,2
2992,1501,3313,1
2993,1502,494,1
2994,1502,1412,1
2995,1502,3405,1
2996,1503,1633,3
2997,1503,2319,2
2998,1503,4626,1
2999,1504,4004,1
3000,1504,3477,1
3001,1505,1828,1
3002,1505,1900,1
3003,1505,4001,2
3004,1506,2604,3
3005,1506,3242,1
3006,1506,4616,2
3007,1507,1127,2
3008,1507,409,1
3009,1507,1369,1
3010,1508,3594,1
3011,1508,4410,1
3012,1509,2065,3
3013,1509,2377,3
3014,1510,3458,1
3015,1511,3457,1
3016,1511,1566,3
3017,1511,4342,2
3018,1512,3170,2
3019,1512,3789,1
3020,1512,2408,1
3021,1513,3009,1
3022,1513,2307,1
3023,1514,3764,2
3024,1514,3380,2
3025,1514,4890,2
3026,1515,3707,1
3027,1515,831,2
3028,1515,136,1
3029,1516,3452,3
3030,1516,4287,3
3031,1516,1236,1
3032,1517,3897,3
3033,1517,1504,1
3034,1518,3430,1
3035,1519,2680,1
3036,1520,2509,2
3037,1520,1056,1
3038,1521,3509,2
3039,1521,2111,2
3040,1522,550,1
3041,1522,2740,2
3042,1523,1008,1
3043,1523,1866,1
3044,1524,3042,1
3045,1524,612,1
3046,1524,2486,1
3047,1525,4229,1
3048,1526,2407,2
3049,1526,1947,1
3050,1527,4379,1
3051,1528,3325,3
3052,1528,2984,2
3053,1529,3974,2
3054,1529,4397,1
3055,1530,4703,1
3056,1530,3717,1
3057,1530,2277,1
3058,1531,163,2
3059,1532,2653,1
3060,1533,899,1
3061,1533,821,2
3062,1533,1310,1
3063,1534,3732,1
3064,1534,3750,1
3065,1535,478,1
3066,1536,968,1
3067,1536,3467,3
3068,1536,3840,1
3069,1537,4288,2
3070,1538,2189,2
3071,1538,866,1
3072,1538,3904,1
3073,1539,1237,1
3074,1539,1762,1
3075,1539,3539,2
3076,1540,1519,2
3077,1541,1393,2
3078,1541,757,1
3079,1541,870,1
3080,1542,776,1
3081,1542,2415,2
3082,1543,3125,1
3083,1544,398,1
3084,1544,503,1
3085,1544,1252,1
3086,1545,2725,2
3087,1545,461,2
3088,1545,3541,2
3089,1546,2482,1
3090,1547,4104,1
3091,1547,3502,2
3092,1548,3790,1
3093,1548,3611,2
3094,1548,534,1
3095,1549,2726,3
3096,1550,872,1
3097,1551,4806,2
3098,1551,842,2
3099,1551,4830,2
3100,1552,1907,1
3101,1553,621,2
3102,1553,2045,1
3103,1554,2752,1
3104,1555,1865,1
3105,1556,2095,1
3106,1556,3306,1
3107,1557,818,1
3108,1557,3338,1
3109,1557,11,2
3110,1558,3627,1
3111,1559,2522,2
3112,1559,368,1
3113,1559,3752,1
3114,1560,4604,2
3115,1560,3094,2
3116,1560,2764,2
3117,1561,267,1
3118,1562,3969,1
3119,1562,1664,1
3120,1563,4896,1
3121,1563,2415,3
3122,1564,1086,1
3123,1565,1218,2
3124,1565,4088,2
3125,1565,4124,2
3126,1566,4072,1
3127,1567,1957,1
3128,1567,3490,3
3129,1567,4797,1
3130,1568,383,1
3131,1568,2198,1
3132,1569,149,2
3133,1569,2567,2
3134,1570,1946,2
3135,1570,153,1
3136,1571,3977,1
3137,1571,1608,3
3138,1571,4639,1
3139,1572,3359,2
3140,1572,2395,1
3141,1572,2667,1
3142,1573,2716,2
3143,1573,4119,1
3144,1574,3383,2
3145,1574,1144,1
3146,1575,4248,1
3147,1575,349,2
3148,1576,976,1
3149,1577,3792,2
3150,1577,1794,2
3151,1578,1706,4
3152,1579,2385,3
3153,1580,396,1
3154,1581,121,2
3155,1581,3934,1
3156,1582,235,1
3157,1583,2050,2
3158,1584,4586,1
3159,1584,3014,3
3160,1585,4927,1
3161,1585,1516,1
3162,1585,1519,3
3163,1586,3725,3
3164,1586,2706,2
3165,1587,2073,1
3166,1587,983,2
3167,1588,4148,1
3168,1588,984,1
3169,1589,1715,3
3170,1589,1050,1
3171,1589,2233,2
3172,1590,1756,2
3173,1591,844,2
3174,1591,393,3
3175,1592,3365,2
3176,1592,2603,2
3177,1592,3355,1
3178,1593,1830,1
3179,1594,4151,1
3180,1595,2035,1
3181,1596,1635,1
3182,1597,663,1
3183,1597,1391,2
3184,1597,4571,1
3185,1598,2563,1
3186,1598,5000,3
3187,1599,4390,2
3188,1600,1541,1
3189,1601,3310,1
3190,1601,2072,1
3191,1602,1326,1
3192,1602,3742,1
3193,1603,2906,1
3194,1604,912,1
3195,1604,1484,1
3196,1604,2059,2
3197,1605,4791,1
3198,1605,2830,1
3199,1605,2755,2
3200,1606,4910,2
3201,1607,4444,3
3202,1608,2263,1
3203,1608,2140,1
3204,1609,703,2
3205,1610,4421,2
3206,1610,2313,1
3207,1610,677,1
3208,1611,288,2
3209,1611,3463,1
3210,1612,4635,1
3211,1613,1204,3
3212,1614,2866,1
3213,1615,2490,2
3214,1615,2911,1
3215,1615,4824,1
3216,1616,189,1
3217,1616,4543,2
3218,1616,386,1
3219,1617,1163,1
3220,1617,2900,1
3221,1617,2990,3
3222,1618,2452,1
3223,1619,1950,1
3224,1619,4515,2
3225,1620,942,1
3226,1620,1095,2
3227,1620,2031,2
3228,1621,1536,2
3229,1621,1731,2
3230,1622,4580,1
3231,1623,1822,2
3232,1624,627,1
3233,1625,4643,1
3234,1626,1970,2
3235,1627,3404,2
3236,1627,2711,1
3237,1627,702,1
3238,1628,1192,1
3239,1628,4758,2
3240,1629,1974,1
3241,1629,767,1
3242,1629,42,1
3243,1630,4997,3
3244,1630,2924,2
3245,1631,1042,1
3246,1631,1672,1
3247,1631,4141,4
3248,1632,629,2
3249,1632,2968,1
3250,1633,1634,1
3251,1633,1699,1
3252,1633,3832,1
3253,1634,4036,1
3254,1634,3015,2
3255,1634,3510,1
3256,1635,3431,2
3257,1636,4648,1
3258,1636,2136,1
3259,1637,1817,1
3260,1637,231,2
3261,1638,2366,1
3262,1639,2213,1
3263,1639,523,1
3264,1639,4517,2
3265,1640,55,1
3266,1640,776,2
3267,1641,4555,1
3268,1642,2329,3
3269,1642,3905,1
3270,1642,753,2
3271,1643,1240,1
3272,1643,1461,1
3273,1644,2687,1
3274,1644,528,1
3275,1645,3800,1
3276,1645,890,2
3277,1645,3703,2
3278,1646,4363,2
3279,1647,4890,3
3280,1648,791,1
3281,1649,622,1
3282,1649,4785,1
3283,1649,1802,2
3284,1650,581,1
3285,1650,3649,1
3286,1650,3604,3
3287,1651,2864,1
3288,1651,2782,1
3289,1652,4219,2
3290,1652,3565,1
3291,1653,1379,3
3292,1653,4787,2
3293,1653,2105,2
3294,1654,4020,1
3295,1655,431,2
3296,1655,1154,2
3297,1656,1514,1
3298,1656,945,3
3299,1656,4869,1
3300,1657,1222,1
3301,1658,508,2
3302,1659,2226,1
3303,1659,1781,1
3304,1660,1237,2
3305,1660,3560,1
3306,1660,4837,1
3307,1661,230,2
3308,1661,4107,2
3309,1662,2435,2
3310,1662,4455,2
3311,1662,491,3
3312,1663,457,2
3313,1664,3494,2
3314,1664,3679,1
3315,1665,667,4
3316,1665,1048,2
3317,1665,4940,4
3318,1666,3979,1
3319,1666,4353,2
3320,1667,1424,2
3321,1667,3015,3
3322,1667,1018,2
3323,1668,916,1
3324,1669,235,2
3325,1669,1880,1
3326,1669,1453,1
3327,1670,1548,1
3328,1671,2117,2
3329,1671,2968,2
3330,1671,2618,2
3331,1672,2142,3
3332,1672,1682,1
3333,1673,1540,1
3334,1673,1893,1
3335,1674,1830,2
3336,1674,4388,1
3337,1674,4428,2
3338,1675,2392,1
3339,1675,2570,3
3340,1675,1037,1
3341,1676,3467,4
3342,1676,4551,2
3343,1676,537,2
3344,1677,359,1
3345,1678,1488,1
3346,1678,2122,2
3347,1678,40,1
3348,1679,3464,1
3349,1680,2029,1
3350,1681,3593,2
3351,1681,3615,1
3352,1682,2093,1
3353,1682,4436,1
3354,1683,2350,1
3355,1683,3968,1
3356,1684,4098,1
3357,1685,3654,1
3358,1685,3252,2
3359,1686,1947,2
3360,1687,2426,2
3361,1687,3794,2
3362,1687,4065,1
3363,1688,3661,1
3364,1688,934,2
3365,1689,3387,1
3366,1689,182,1
3367,1690,2862,1
3368,1690,794,3
3369,1691,376,1
3370,1691,295,2
3371,1691,2403,2
3372,1692,4239,3
3373,1692,1690,1
3374,1693,2082,1
3375,1693,3480,1
3376,1694,4422,1
3377,1694,3687,1
3378,1695,4599,1
3379,1695,4380,2
3380,1696,2882,1
3381,1697,1882,1
3382,1697,3957,1
3383,1697,4492,1
3384,1698,736,2
3385,1698,3579,2
3386,1699,3365,3
3387,1699,3833,1
3388,1700,2155,3
3389,1700,53,2
3390,1700,4309,1
3391,1701,2082,2
3392,1701,704,1
3393,1701,928,3
3394,1702,2054,4
3395,1702,2824,1
3396,1703,4151,2
3397,1703,3351,2
3398,1704,1469,1
3399,1704,3975,1
3400,1705,1305,2
3401,1705,3640,1
3402,1706,211,3
3403,1706,731,3
3404,1706,4786,2
3405,1707,2896,4
3406,1707,2802,1
3407,1707,2721,2
3408,1708,3675,1
3409,1708,319,1
3410,1708,1066,2
3411,1709,809,2
3412,1709,4868,1
3413,1709,88,2
3414,1710,3669,1
3415,1710,2438,2
3416,1710,315,3
3417,1711,4969,1
3418,1712,4527,1
3419,1713,1661,1
3420,1713,4302,1
3421,1714,1314,1
3422,1714,186,3
3423,1714,2267,1
3424,1715,2177,1
3425,1715,3980,1
3426,1716,3697,1
3427,1716,3472,2
3428,1716,3417,2
3429,1717,771,2
3430,1717,602,1
3431,1717,2224,2
3432,1718,3461,1
3433,1718,2553,3
3434,1719,3271,1
3435,1719,3188,2
3436,1720,2175,2
3437,1720,777,2
3438,1721,4034,1
3439,1722,1289,1
3440,1722,2840,1
3441,1722,2765,1
3442,1723,628,3
3443,1723,1321,1
3444,1724,3440,2
3445,1724,1219,1
3446,1725,755,1
3447,1726,1421,1
3448,1727,3207,1
3449,1727,4597,1
3450,1728,3578,2
3451,1729,3499,3
3452,1729,1391,3
3453,1730,4502,1
3454,1730,941,1
3455,1731,2445,1
3456,1731,3418,1
3457,1731,2076,1
3458,1732,2279,3
3459,1733,4033,2
3460,1733,1445,1
3461,1734,4002,1
3462,1734,4078,2
3463,1735,3008,2
3464,1735,4516,3
3465,1735,3594,2
3466,1736,623,1
3467,1736,4046,1
3468,1736,929,1
3469,1737,836,1
3470,1738,3283,1
3471,1738,213,2
3472,1738,3228,1
3473,1739,2641,1
3474,1740,2169,2
3475,1741,3491,2
3476,1741,1067,1
3477,1741,3710,1
3478,1742,4058,1
3479,1742,192,1
3480,1742,1910,2
3481,1743,4236,1
3482,1743,3981,1
3483,1743,4777,3
3484,1744,2439,2
3485,1744,3770,1
3486,1745,1050,2
3487,1745,1899,1
3488,1745,2804,1
3489,1746,4035,4
3490,1746,1236,2
3491,1747,1804,1
3492,1748,1059,3
3493,1749,4110,1
3494,1750,2647,1
3495,1750,1036,4
3496,1751,412,1
3497,1752,3190,1
3498,1752,1255,2
3499,1753,3525,1
3500,1754,3346,3
3501,1755,1834,1
3502,1756,362,1
3503,1757,3720,1
3504,1757,4775,2
3505,1758,1984,2
3506,1758,1026,1
3507,1758,652,3
3508,1759,1757,1
3509,1759,3746,1
3510,1760,1866,2
3511,1760,2514,2
3512,1760,3811,3
3513,1761,1231,2
3514,1761,4613,1
3515,1762,1401,2
3516,1762,20,2
3517,1763,3839,2
3518,1763,2111,3
3519,1764,4982,1
3520,1764,1571,1
3521,1764,1353,1
3522,1765,1983,2
3523,1765,3166,1
3524,1765,1759,2
3525,1766,2530,2
3526,1767,682,1
3527,1767,4656,1
3528,1768,1185,1
3529,1768,938,1
3530,1768,2975,1
3531,1769,46,4
3532,1769,2976,2
3533,1770,4439,1
3534,1770,249,2
3535,1770,4421,3
3536,1771,3226,1
3537,1771,792,2
3538,1771,217,1
3539,1772,4602,1
3540,1772,4154,2
3541,1772,2365,1
3542,1773,4235,2
3543,1773,777,3
3544,1774,4815,2
3545,1774,3131,1
3546,1775,3109,1
3547,1775,1675,3
3548,1775,4506,3
3549,1776,4031,2
3550,1777,3732,2
3551,1778,4537,1
3552,1778,26,2
3553,1779,4868,2
3554,1780,3843,2
3555,1780,4144,2
3556,1780,1062,1
3557,1781,2484,1
3558,1781,3114,2
3559,1781,625,1
3560,1782,2881,1
3561,1782,3138,2
3562,1782,1570,2
3563,1783,3937,1
3564,1783,90,1
3565,1783,3331,3
3566,1784,2996,1
3567,1785,2357,1
3568,1785,856,1
3569,1785,4663,1
3570,1786,4692,1
3571,1787,3418,2
3572,1787,663,2
3573,1788,1462,3
3574,1788,4781,1
3575,1788,3181,1
3576,1789,1020,1
3577,1790,4849,1
3578,1790,3895,2
3579,1791,2810,1
3580,1792,3660,1
3581,1792,4827,2
3582,1792,1647,1
3583,1793,847,2
3584,1793,828,1
3585,1793,1825,1
3586,1794,4656,2
3587,1794,4596,1
3588,1795,1709,1
3589,1795,310,1
3590,1795,3118,1
3591,1796,3322,1
3592,1797,3640,2
3593,1797,4887,1
3594,1798,597,1
3595,1799,1391,4
3596,1799,4449,3
3597,1800,3774,1
3598,1800,4468,2
3599,1800,3654,2
3600,1801,4384,1
3601,1801,2898,1
3602,1801,3257,1
3603,1802,3536,1
3604,1803,2669,3
3605,1804,471,1
3606,1805,1467,2
3607,1806,3318,2
3608,1806,299,2
3609,1807,2189,3
3610,1807,4034,2
3611,1808,853,1
3612,1808,1530,2
3613,1809,2977,1
3614,1809,1395,1
3615,1809,1784,2
3616,1810,4271,1
3617,1811,2455,1
3618,1811,2953,2
3619,1812,3660,2
3620,1812,2116,1
3621,1812,3725,4
3622,1813,3970,1
3623,1813,1523,1
3624,1814,3350,1
3625,1815,929,2
3626,1815,1661,2
3627,1815,525,1
3628,1816,3284,1
3629,1816,4899,1
3630,1816,506,2
3631,1817,871,1
3632,1817,4383,2
3633,1817,972,1
3634,1818,196,1
3635,1818,4974,1
3636,1818,2931,1
3637,1819,2180,3
3638,1819,259,2
3639,1819,622,2
3640,1820,3806,1
3641,1821,2568,2
3642,1821,4573,1
3643,1821,4586,2
3644,1822,1422,3
3645,1823,1136,1
3646,1823,3713,2
3647,1823,2771,2
3648,1824,459,3
3649,1824,4322,1
3650,1825,4258,1
3651,1825,1247,1
3652,1825,2016,1
3653,1826,54,1
3654,1826,4762,1
3655,1827,4283,1
3656,1827,3030,1
3657,1827,1579,4
3658,1828,4680,1
3659,1828,947,2
3660,1828,556,1
3661,1829,1076,2
3662,1829,3381,1
3663,1829,3239,1
3664,1830,2034,1
3665,1830,3891,1
3666,1831,1337,2
3667,1832,4703,2
3668,1832,3110,1
3669,1832,1783,1
3670,1833,342,1
3671,1833,3265,2
3672,1834,3228,2
3673,1834,3276,1
3674,1834,1234,3
3675,1835,1102,1
3676,1836,69,3
3677,1836,3577,1
3678,1836,2269,2
3679,1837,3333,1
3680,1837,4376,3
3681,1838,4481,1
3682,1838,3394,1
3683,1838,1933,1
3684,1839,571,2
3685,1839,2483,1
3686,1839,372,1
3687,1840,2053,1
3688,1840,2020,1
3689,1840,1133,2
3690,1841,2068,2
3691,1841,4630,2
3692,1842,556,2
3693,1842,69,4
3694,1842,2269,3
3695,1843,1859,1
3696,1843,1796,1
3697,1844,1546,1
3698,1844,1780,1
3699,1844,4482,1
3700,1845,299,3
3701,1845,1345,1
3702,1845,4054,1
3703,1846,3944,1
3704,1847,193,1
3705,1847,2869,1
3706,1847,833,2
3707,1848,4900,2
3708,1848,3007,1
3709,1849,3221,1
3710,1850,3523,3
3711,1850,1705,1
3712,1850,1677,1
3713,1851,448,1
3714,1852,978,1
3715,1852,509,1
3716,1853,3981,2
3717,1854,488,1
3718,1854,4099,2
3719,1855,3981,3
3720,1855,2399,3
3721,1856,4627,1
3722,1856,1295,1
3723,1856,3432,1
3724,1857,4781,2
3725,1857,3042,2
3726,1858,1725,3
3727,1858,2932,2
3728,1859,89,1
3729,1859,3264,3
3730,1859,3746,2
3731,1860,3381,2
3732,1860,3958,2
3733,1861,186,4
3734,1861,4262,2
3735,1862,244,1
3736,1863,1992,2
3737,1863,4651,3
3738,1863,274,1
3739,1864,4013,1
3740,1865,1830,3
3741,1865,4634,3
3742,1866,372,2
3743,1866,4728,1
3744,1866,3629,2
3745,1867,825,1
3746,1867,3095,1
3747,1868,1269,1
3748,1869,3860,1
3749,1870,2301,1
3750,1870,2833,3
3751,1870,3243,2
3752,1871,1561,1
3753,1871,818,2
3754,1872,3082,2
3755,1872,3805,1
3756,1872,841,1
3757,1873,2392,2
3758,1873,4693,4
3759,1874,839,1
3760,1875,2008,2
3761,1875,57,2
3762,1875,1797,2
3763,1876,570,1
3764,1877,3874,2
3765,1878,1491,1
3766,1879,3784,1
3767,1880,2970,1
3768,1880,418,1
3769,1880,1592,1
3770,1881,4887,2
3771,1882,699,1
3772,1882,5,2
3773,1883,395,2
3774,1883,3560,2
3775,1884,4568,1
3776,1885,1285,2
3777,1885,4567,1
3778,1885,4966,2
3779,1886,4636,1
3780,1886,440,1
3781,1887,4527,2
3782,1888,1476,1
3783,1888,4770,3
3784,1889,1736,1
3785,1890,672,1
3786,1890,1093,2
3787,1890,4372,3
3788,1891,3528,1
3789,1892,2216,1
3790,1892,1161,1
3791,1893,4295,1
3792,1893,3784,2
3793,1894,3397,1
3794,1894,3264,4
3795,1895,4417,1
3796,1896,701,1
3797,1896,4909,1
3798,1896,4766,2
3799,1897,4789,2
3800,1897,2717,1
3801,1897,120,2
3802,1898,933,2
3803,1899,1200,1
3804,1899,3461,2
3805,1899,1039,2
3806,1900,3480,2
3807,1900,3529,1
3808,1900,4879,3
3809,1901,2173,1
3810,1901,4914,1
3811,1902,1703,1
3812,1903,3116,1
3813,1903,4310,2
3814,1904,193,2
3815,1904,2499,1
3816,1904,623,2
3817,1905,4046,2
3818,1906,2828,1
3819,1906,1208,3
3820,1907,3036,1
3821,1907,4187,3
3822,1908,3050,2
3823,1908,1581,1
3824,1908,3763,1
3825,1909,747,2
3826,1910,2374,1
3827,1910,939,2
3828,1910,2149,3
3829,1911,4396,2
3830,1912,197,2
3831,1912,3402,1
3832,1912,4496,2
3833,1913,1964,1
3834,1914,4935,2
3835,1914,4321,2
3836,1914,888,3
3837,1915,4576,1
3838,1915,2834,1
3839,1915,1926,1
3840,1916,4688,1
3841,1917,4340,1
3842,1917,1084,1
3843,1918,389,3
3844,1918,3460,2
3845,1919,4030,2
3846,1920,4122,1
3847,1921,3650,1
3848,1922,88,3
3849,1922,1971,1
3850,1922,4925,2
3851,1923,4702,2
3852,1923,3683,2
3853,1923,312,3
3854,1924,842,3
3855,1925,1342,1
3856,1926,1325,1
3857,1926,1323,3
3858,1927,2605,2
3859,1928,4589,1
3860,1928,2295,1
3861,1929,413,2
3862,1930,1109,1
3863,1930,3558,2
3864,1930,795,2
3865,1931,1226,2
3866,1931,3610,1
3867,1932,479,2
3868,1932,4033,3
3869,1933,2563,2
3870,1933,3507,2
3871,1933,4003,2
3872,1934,2841,2
3873,1935,1662,1
3874,1936,4172,1
3875,1936,2034,2
3876,1937,2219,2
3877,1937,548,1
3878,1937,2664,1
3879,1938,4045,1
3880,1938,151,2
3881,1938,844,3
3882,1939,2313,2
3883,1939,4402,1
3884,1939,314,2
3885,1940,3803,3
3886,1940,4944,1
3887,1940,3979,2
3888,1941,3527,1
3889,1942,4768,2
3890,1942,4154,3
3891,1942,2712,3
3892,1943,1867,1
3893,1943,3694,1
3894,1944,765,2
3895,1945,914,1
3896,1945,2714,3
3897,1946,870,2
3898,1946,4149,1
3899,1947,1216,2
3900,1947,458,1
3901,1948,3981,4
3902,1948,1502,1
3903,1948,495,2
3904,1949,1319,2
3905,1949,2203,1
3906,1950,1454,2
3907,1950,2721,3
3908,1951,2557,2
3909,1951,230,3
3910,1952,2950,1
3911,1952,3690,2
3912,1953,546,1
3913,1953,4181,3
3914,1953,4138,2
3915,1954,3616,3
3916,1954,1751,1
3917,1954,4948,1
3918,1955,4919,2
3919,1955,2730,3
3920,1956,4532,2
3921,1956,1889,1
3922,1957,4516,4
3923,1957,3280,3
3924,1958,2600,3
3925,1958,3811,4
3926,1958,4792,1
3927,1959,1800,1
3928,1959,740,2
3929,1959,470,2
3930,1960,2254,2
3931,1960,1877,3
3932,1961,2254,3
3933,1961,1719,3
3934,1962,935,1
3935,1963,4416,3
3936,1964,472,1
3937,1964,2683,3
3938,1965,47,1
3939,1966,2705,1
3940,1967,4799,2
3941,1967,606,2
3942,1968,1912,2
3943,1968,1039,3
3944,1968,2839,3
3945,1969,4027,1
3946,1970,797,1
3947,1970,1266,1
3948,1970,3632,4
3949,1971,571,3
3950,1971,2974,4
3951,1972,3382,1
3952,1972,813,1
3953,1973,4940,5
3954,1973,909,2
3955,1973,302,1
3956,1974,2076,2
3957,1974,2659,2
3958,1974,4213,2
3959,1975,2324,1
3960,1976,4400,1
3961,1977,4219,3
3962,1978,1644,2
3963,1978,4316,1
3964,1978,4567,2
3965,1979,4775,3
3966,1979,1586,2
3967,1980,3442,1
3968,1980,3578,3
3969,1980,187,1
3970,1981,4453,1
3971,1982,279,1
3972,1982,4206,2
3973,1982,3906,1
3974,1983,2570,4
3975,1984,3641,1
3976,1985,3282,1
3977,1985,3217,2
3978,1986,4352,2
3979,1986,3205,3
3980,1986,938,2
3981,1987,733,1
3982,1987,4195,1
3983,1987,4784,1
3984,1988,4387,2
3985,1988,532,1
3986,1989,556,3
3987,1989,2748,1
3988,1989,2620,1
3989,1990,1079,1
3990,1990,4192,2
3991,1991,4053,3
3992,1992,1396,1
3993,1992,601,2
3994,1992,1698,1
3995,1993,4412,1
3996,1994,1729,2
3997,1995,1738,1
3998,1995,111,2
3999,1996,3050,3
4000,1996,3546,2
4001,1996,1765,2
4002,1997,4770,4
4003,1998,3810,1
4004,1998,4191,2
4005,1998,3738,1
4006,1999,2660,1
4007,1999,1701,1
4008,2000,2759,1
4009,2001,2298,1
4010,2001,3733,1
4011,2002,4842,1
4012,2003,3765,1
4013,2004,804,1
4014,2004,3661,2
4015,2005,3488,1
4016,2005,1777,2
4017,2006,3429,2
4018,2007,1225,3
4019,2007,933,3
4020,2007,3378,1
4021,2008,3828,1
4022,2008,207,4
4023,2009,4959,1
4024,2009,1446,2
4025,2009,2627,1
4026,2010,3572,2
4027,2010,1535,1
4028,2010,4739,2
4029,2011,4982,2
4030,2012,1522,1
4031,2013,2494,1
4032,2014,3181,2
4033,2014,782,1
4034,2014,351,1
4035,2015,2719,2
4036,2015,3311,2
4037,2015,1652,3
4038,2016,4667,2
4039,2017,4563,1
4040,2018,1441,1
4041,2018,3488,2
4042,2018,2452,2
4043,2019,4168,3
4044,2019,3507,3
4045,2019,4556,1
4046,2020,588,1
4047,2020,1231,3
4048,2021,2583,1
4049,2021,4046,3
4050,2022,4040,1
4051,2022,825,2
4052,2023,2123,1
4053,2023,2315,1
4054,2023,4195,2
4055,2024,2453,1
4056,2024,4085,1
4057,2025,2747,1
4058,2026,3277,2
4059,2026,3848,1
4060,2027,2296,1
4061,2027,2443,2
4062,2028,2806,1
4063,2028,1331,2
4064,2029,1863,1
4065,2029,3196,1
4066,2030,4119,2
4067,2030,4809,1
4068,2030,442,2
4069,2031,481,2
4070,2032,2678,1
4071,2032,1370,1
4072,2032,348,2
4073,2033,955,1
4074,2033,2825,2
4075,2034,3184,2
4076,2034,1454,3
4077,2034,4544,1
4078,2035,989,3
4079,2036,2127,1
4080,2036,4112,3
4081,2036,4726,1
4082,2037,2916,1
4083,2037,869,1
4084,2038,139,1
4085,2038,932,2
4086,2039,2900,2
4087,2040,1962,1
4088,2041,647,1
4089,2041,2910,1
4090,2041,3628,3
4091,2042,3618,2
4092,2042,2338,1
4093,2043,4935,3
4094,2044,870,3
4095,2044,2755,3
4096,2044,1171,3
4097,2045,1589,3
4098,2045,1413,1
4099,2046,1137,1
4100,2046,4964,3
4101,2046,1138,1
4102,2047,2626,2
4103,2047,2342,3
4104,2047,3509,3
4105,2048,4337,1
4106,2048,3909,1
4107,2048,748,3
4108,2049,3675,2
4109,2049,192,2
4110,2050,3747,1
4111,2050,2957,2
4112,2050,3711,2
4113,2051,1357,2
4114,2051,3854,1
4115,2052,1110,2
4116,2052,184,2
4117,2053,2244,3
4118,2053,3971,2
4119,2054,1458,1
4120,2054,3583,1
4121,2054,682,2
4122,2055,2144,2
4123,2056,2895,2
4124,2057,533,1
4125,2057,1946,3
4126,2057,1061,3
4127,2058,634,1
4128,2059,2553,4
4129,2060,1648,3
4130,2061,1666,1
4131,2062,4746,2
4132,2062,4761,1
4133,2062,2586,1
4134,2063,630,1
4135,2064,3432,2
4136,2065,4348,2
4137,2065,1382,1
4138,2065,4607,1
4139,2066,2212,3
4140,2066,2360,1
4141,2067,2794,1
4142,2068,2502,1
4143,2069,3964,1
4144,2069,3605,1
4145,2070,3545,1
4146,2070,200,2
4147,2071,1957,2
4148,2072,2677,1
4149,2072,2822,1
4150,2072,1961,2
4151,2073,218,4
4152,2073,2204,2
4153,2074,2211,3
4154,2075,3856,2
4155,2075,2581,2
4156,2076,3925,1
4157,2076,2915,1
4158,2076,4900,3
4159,2077,4227,1
