ISBN,title,publication_year,description_id
0894342789,"The Amulet of Samarkand (The Bartimaeus Trilogy, Book 1)",2004,888
0440218535,Shopgirl: A Novella,2005,889
0449207595,Dance of Death,2005,890
8806142267,"An Unfinished Life: John F. Kennedy, 1917 - 1963",2004,891
0670844594,The Silver Chair (Narnia),2005,892
039457513X,"Legends, Lies & Cherished Myths of American History",1989,893
0394559487,"The Dog Owner's Manual: Operating Instructions, Troubleshooting Tips, and Advice on Lifetime Maintenance",2004,894
0804001944,The Action Heroine's Handbook,2003,895
0590897985,The Politics of Truth: A Diplomat's Memoir: Inside the Lies that Led to War and Betrayed My Wife's CIA Identity,2005,896
0689832877,"Life Matters : Creating a Dynamic Balance of Work, Family, Time & Money",2003,897
0689829698,Misfortune,2005,898
0439042917,The Wellness Encyclopedia of Food and Nutrition,1992,899
0064409457,Secret Lives of the U.S. Presidents,2004,900
0064405052,The Early Arrival of Dreams: A Year In China,1990,901
043922165X,Breakdown: How America's Intelligence Failures Led to September 11,2002,902
0152162445,The Domestic World (TimeFrame),1991,903
0152162577,Little Mouse's Painting,1992,904
015216250X,A Hole in Texas: A Novel,2005,905
1562477528,Caddy for Life: The Bruce Edwards Story,2004,906
0439221676,THE WEST An Illustrated History,1996,907
0439221684,Hitty: Her First Hundred Years,1969,908
0439221714,YAO: A Life in Two Worlds,2005,909
0439221706,One Dangerous Lady,2005,910
0439221730,A Single Square Picture: A Korean Adoptee's Search for Her Roots,2002,911
0440415993,Grandmère: A Personal History of Eleanor Roosevelt,2002,912
0895872102,The Supernaturalist,2005,913
068983585X,The Oresteia,1989,914
0345391802,The Essential Marathoner,1996,915
0440219078,Automobiles (History Series),1999,916
185424597X,"Drover and the Designated Hitter (Drover, No 3)",1994,917
2080105434,Royal Survivor: The Life of Charles II,2000,918
349913358X,The Patterns of War Since the Eighteenth Century,1994,919
3257201761,Dutch Art and Architecture: 1600-1800 (The Pelican History of Art),1972,920
3404121686,"D Day: June 6, 1944: The Climactic Battle of World War II",1995,921
3404118960,"HTML 4 for the World Wide Web, Fourth Edition",1999,922
0345356578,The Best American Poetry 2000,2000,923
0345346971,Scroll Saw Basics (Basics Series),1991,924
0753804700,Eerdmans' Handbook to Christianity in America,1983,925
0451155750,Revolution from Within: A Book of Self-Esteem,1992,926
0786890436,The Third Terrorist: The Middle East Connection to the Oklahoma City Bombing,2004,927
0415928087,The Historian,2005,928
0521427150,2DO Before I Die : The Do-It-Yourself Guide to the Rest of Your Life,2005,929
0812923278,Me Talk Pretty One Day,2001,930
0884111342,101 Cataclysms: For the Love of Cats,2004,931
0345428544,Ballet 101: A Complete Guide to Learning and Loving the Ballet,1998,932
0671694049,Don't Send a Resume: And Other Contrarian Rules to Help Land a Great Job,2001,933
080901582X,Above Washington D.C.,1979,934
0449006557,Bookseller of Kabul,2004,935
0373250339,The Fertility Sourcebook: Everything You Need to Know,1995,936
0380820447,Healing Hearts: Compassionate Writers on Breaking Up,2000,937
0385497679,Fertility For Dummies,2003,938
0451454243,A Promise Is a Promise: An Almost Unbelievable Story of a Mother's Unconditional Love and What It Can Teach Us,1996,939
0941423042,Wilhemina's World of Child Modeling,1994,940
0373871562,The World in Amber,1985,941
0553101439,The Well Cat Book: The Classic Comprehensive Handbook of Cat Care,1993,942
0898151910,The Buzz On Wine,2000,943
0835949362,Healing and the Mind,1993,944
0880701102,Presences: A Bishop's Life in the City,1997,945
039914563X,The Mission: Inside the Church of Jesus Christ of Latter-Day Saints,1995,946
0312853238,Growing Little Women: Capturing Teachable Moments with Your Daughter,1997,947
0688048730,Playing in Traffic,2004,948
0425161722,Images of the Civil War. The Paintings of Mort Kunstler,1992,949
0385493800,"Friends, Lovers, and Soulmates: A Guide to Better Relationships Between Black Men and Women",1995,950
0849916399,How to Get What You Want and Want What You Have: A Practical and Spiritual Guide to Personal Success,1999,951
1928791107,The Hyperactive Child Book,1994,952
067175145X,Toddlers and Preschoolers (The Parent and Child),1994,953
0440211727,Wild Animals and American Environmental Ethics,1991,954
0877192820,What Every Mom Needs,1998,955
0380002450,The Color of Truth: McGeorge Bundy and William Bundy: Brothers in Arms,1998,956
0793133955,The Prevention How-To Dictionary of Healing Remedies and Techniques: From Acupressure and Aspirin to Yoga and Yogurt: Over 350 Curative Options,1992,957
0394178017,"Slaves of the Mastery (The Wind on Fire, Book 2) (Wind On Fire (2))",2001,958
0425134350,"Justice William J. Brennan, Jr: Freedom First",1994,959
0385479689,Date Him or Dump Him?: The No-Nonsense Relationship Quiz,2005,960
0380754851,"The Reality TV Handbook: An Insider's Guide: How to Ace a Casting Interview, Form an Alliance, Swallow a Live Bug, and Capitalize on Your 15 Minutes of Fame",2004,961
0380538504,How to Behave: A Guide to Modern Manners for the Socially Challenged,2003,962
044661162X,Witness to Hope: The Biography of Pope John Paul II,2001,963
0671742566,Six Wives: The Queens of Henry VIII,2004,964
0515122408,"The Runes of the Earth (The Last Chronicles of Thomas Covenant, Book 1)",2005,965
0440222818,Endurance: Shackleton's Incredible Voyage,1999,966
0451204050,Living Without Electricity (People's Place Book No. 9),1990,967
038533334X,What Should I Do with My Life?: The True Story of People Who Answered the Ultimate Question,2003,968
0449131548,Francine Prince's New Jewish Cuisine,1992,969
0440120470,Hidden Treasures: Searching for Masterpieces of American Furniture,2000,970
0451188209,Tender Warrior: God's Intention for a Man,1993,971
0440130913,Direct From Dell: Strategies That Revolutionized an Industry,1999,972
0449001954,Do Penguins Have Knees? An Imponderables Book,2004,973
0345404777,Fall from Glory: The Men Who Sank the U.S. Navy,1996,974
0451185277,Flyboys: A True Story of Courage,2004,975
0440224829,Writing a Woman's Life (Ballantine Reader's Circle),1989,976
0671779338,Along the Inca Road: A Woman's Journey into an Ancient Empire (Adventure Press),2000,977
0515134368,Follow This Path: How the World's Greatest Organizations Drive Growth by Unleashing Human Potential,2002,978
0380759497,The Camel Club,2005,979
3442098424,Jamie's Kitchen,2003,980
0394578791,Garden Decor (Ideas for Great),2000,981
1558505377,The Gilded Chamber: A Novel of Queen Esther,2005,982
0373245696,Managerial Accounting: Tools for Business Decision Making,2001,983
0743201078,Outlandish Adventures of Orpheus in the Underworld,1993,984
068983571X,Life in Ancient Rome: Absorbing Social History--A Vivid Portrait of a Magnificent Age (Perigee),1976,985
0553256785,VBScript in a Nutshell: A Desktop Quick Reference (In a Nutshell (O'Reilly)),1995,986
0892967994,My War,1995,987
0061064505,A Short History of the American Revolution,1993,988
1551668785,A Place Called Wiregrass,2004,989
0836230868,Disney's Animals Stories (Disney Storybook Collections),2000,990
0381999866,Relationship Rescue: A Seven-Step Strategy for Reconnecting with Your Partner,2001,991
0380817144,The Hamilton Case: A Novel,2005,992
0380752115,Maniac Magee,1999,993
0553212583,"Gossip Girl: Nobody Does It Better: A Gossip Girl Novel (Gossip Girl, 7)",2005,994
0446364762,Why I Am a Muslim,2004,995
0425166619,Elsie Times Eight,2001,996
061312975X,The Hide (Norton Paperback Fiction),1997,997
0765341972,The Ultimate Sports Handbook,2005,998
0590514776,Rossini (Compact Companions),1995,999
0373037430,The Frog Princess (Tales of the Frog Princess),2004,1000
0064472779,Cleopatra (Pocket Biographies),1999,1001
0553581279,Washington,2001,1002
0373750013,The Interrogators: Inside the Secret War Against al Qaeda,2004,1003
0393030342,Stolen Honey (Ruth Willmarth Mysteries),2002,1004
0553561618,Holding Time,1989,1005
0312422156,Are We Having Fun Yet?: The 16 Secrets of Happy Parenting,1998,1006
0425139069,"A Gift to Myself: A Personal Workbook and Guide to ""Healing the Child Within""",1990,1007
0450029956,The One Minute Mother (One Minute Series),1995,1008
0130139165,Passages of Marriage: Five Growth Stages That Will Take Your Marriage to Greater Intimacy and Fulfillment (Minirth Meier Clinic Series),1991,1009
0373196741,Salud!,1997,1010
0451524489,Israel: The First Forty Years,1987,1011
0140065172,A Jeweler's Eye: Islamic Art of the Book from the Vever Collection,1988,1012
044022165X,"Too Old, Too Ugly, and Not Deferential to Men",1991,1013
0373123485,The Anger Workbook,1994,1014
0373123108,Dreams of Sleep,1984,1015
0590225170,Alma Lynne's Cross-Stitch for Special Occasions,1993,1016
0399143165,Becoming Anna,1999,1017
044132231X,Rich Dad's Prophecy: Why the Biggest Stock Market Crash in History Is Still Coming...and How You Can Prepare Yourself and Profit from It!,2002,1018
0425124347,A Brother's Journey: Surviving a Childhood of Abuse,2005,1019
0786889705,Flyboys: A True Story of Courage,2003,1020
0312282990,The Good Guys,2005,1021
0425137945,Manifesto For A New Medicine: Your Guide To Healing Partnerships And The Wise Use Of Alternative Therapies,1997,1022
042512892X,"The Encyclopedia of Guilty Pleasures: 1,001 Things You Hate to Love",2004,1023
0425113892,What About the Big Stuff?: Finding Strength and Moving Forward When the Stakes Are High (Don't Sweat the Small Stuff Series),2002,1024
0394820371,"The Ratastrophe Catastrophe (The Illmoor Chronicles, Book 1)",2004,1025
0449134482,"What Your Doctor May Not Tell You About(TM): Colorectal Cancer: New Tests, New Treatments, New Hope",2004,1026
014036336X,A Good Marriage (Main Street Editions Gift Books),1992,1027
0375821813,It Was on Fire When I Lay Down on It,1989,1028
0812516826,Planet Janet In Orbit,2005,1029
0345348036,Presidential Inaugurations,2001,1030
0679420118,Down Came the Rain: My Journey Through Postpartum Depression,1900,1031
0871137380,Deception: A Novel,2005,1032
0741409690,Undercurrents: A Life Beneath the Surface,1995,1033
0741407213,"Understanding Islam: An Introduction to the Muslim World, Third Edition",1995,1034
0759612277,Mason's Retreat,1996,1035
0741402858,Milan Family Therapy: Variant and Invariant Methods,1990,1036
1585007366,"The Secret Lives of Toddlers: A Parent's Guide to the Wonderful, Terrible, Fascinating Behavior of Children Ages 1 to 3",2004,1037
074141127X,Talking To Your Children About God,1998,1038
0741403471,The Mind's Best Work,1981,1039
0741403781,Something More: Excavating Your Authentic Self,1998,1040
0741403056,The Woman's Encyclopedia of Natural Healing,1996,1041
0741405784,The Bear Went Over the Mountain,1996,1042
0741402912,Sleep Disorders: An Alternative Medicine Definitive Guide,2000,1043
0553568760,"Pocket Mom: Everyday Wisdom, Practical Tips, and Down-Home Advice",2004,1044
034538184X,Knights and Castles: A Nonfiction Companion to Magic Tree House #2: The Knight at Dawn (Magic Tree House (R) Fact Tracker),2000,1045
0140620125,The Ice Queen: A Novel,2005,1046
0140620109,The Magic Cornfield,1997,1047
0375420827,"Science Fair Success Secrets: How to Win Prizes, Have Fun, and Think Like a Scientist",2002,1048
0671745530,This Quiet Dust and Other Writings,1982,1049
0805062971,The Secret Life of Food,2002,1050
0553211412,Sneezing Your Head Off?: How to Live With Your Allergic Nose,1992,1051
0671510053,A Day in the Life of the American Woman: How We See Ourselves,2005,1052
1573229385,Cirque du Freak: A Living Nightmare,2002,1053
0945397410,The Periodic Kingdom: A Journey Into The Land Of The Chemical Elements (Science Masters Series),1997,1054
0385334036,The Fall: A Novel,2003,1055
0060914653,American Zoom: Stock Car Racing - From the Dirt Tracks to Daytona,1994,1056
0345347536,The Itsy Bitsy Spider,1993,1057
055321313X,Personal History,1998,1058
3473540420,Three Tall Women,1995,1059
0375507256,Bobos In Paradise: The New Upper Class and How They Got There,2001,1060
0060529709,This Never Happened: A Novel,1998,1061
0876850867,Glenn the Astronaut Who Would Be President,1983,1062
0140274154,Mars and Venus in the Workplace: A Practical Guide for Improving Communication and Getting Results at Work,2001,1063
0679743464,Getting Through to Your Kids,2002,1064
0375704027,"Fire of Heaven (Fire of Heaven Trilogy, Book 3)",1999,1065
0874067391,"Iola Leroy, or Shadows Uplifted (Black Women Writers)",1987,1066
0590484753,Crossing the Threshold of Hope (Random House Large Print),1994,1067
0451527038,La Scala Encyclopedia of the Opera: A Complete Reference Guide,1993,1068
1590520777,"Cirque du Freak: Vampire Mountain (Book Four) (Cirque Du Freak, 4)",2003,1069
0590484672,The Extreme Team #2: Day of the Dragon,2004,1070
0975311255,"The Angel Experiment (Maximum Ride, Book 1)",2005,1071
0743237188,Six Sigma: The Breakthrough Management Strategy Revolutionizing the World's Top Corporations,1999,1072
0553586122,D-Day: A Day That Changed America: They Fought to Free Europe from Hitler's Tyranny,2004,1073
0553584510,"Railroads Triumphant: The Growth, Rejection, and Rebirth of a Vital American Force",1992,1074
0345341201,Journey to Beloved,1998,1075
1551662744,The Humane Society of the United States Complete Guide to Dog Care: Everything You Need to Keep Your Dog Healthy and Happy,2001,1076
0440175623,Walt Disney's Cinderella,2005,1077
0440216842,Disney Princess: Time for the Ball - Clock and Storybook,2005,1078
0345443284,Sammy's Hill,2005,1079
0553285653,Stolen Lives: Twenty Years in a Desert Jail (Oprah's Book Club),2002,1080
0394800133,Fleshmarket Alley,2005,1081
0060972777,Easter Bugs : A Springtime Pop-up by David A Carter,2001,1082
0064401472,The Distributed Mind: Achieving High Performance Through the Collective Intelligence of Knowledge Work Teams,1997,1083
0156001942,The Burning of Washington: The British Invasion of 1814,1998,1084
055326382X,Clockwork (A Peter Marklin Mystery),1989,1085
0345418018,Massachusetts,1991,1086
0684801469,Reinventing Yourself With The Duchess Of York: Inspiring Stories and Strategies for Changing Your Weight and Your Life,2001,1087
0393961192,Live from the Battlefield: From Vietnam to Baghdad--35 Years in the World's War Zones,1994,1088
9997522052,Hearse of a Different Color,2001,1089
0872203492,Let Me Tell You a Story,2005,1090
0312420145,How I Photograph Wildlife and Nature,1984,1091
0911104542,Peter and the Starcatchers,2004,1092
0375401318,The Lost Chronicles: The Official Companion Book with Bonus DVD Behind the Scenes of LOST,2005,1093
0140253602,Crispin: The Cross of Lead (2003 John Newbery Medal Winner),2002,1094
0671789422,The Waite Group's Visual Basic 6 Superbible,1999,1095
1566193966,Collecting Teddy Bears & Dolls: The Facts at Your Fingertips,1996,1096
014016930X,The Third Translation,2005,1097
0140077022,Extreme Makeover: The Official Companion Book,2005,1098
0679732764,Recipes from an Italian Farmhouse,1990,1099
0553273604,"A Patriot's Handbook: Songs, Poems, Stories, and Speeches Celebrating the Land We Love",2005,1100
0553273914,Front Row at the White House: My Life and Times,1999,1101
0060256672,The Knight and the Dragon (Paperstar Book),1998,1102
039592720X,"Artemis Fowl (Artemis Fowl, Book 1)",2002,1103
1859671500,Don't Know Much About® the Civil War: Everything You Need to Know About America's Greatest Conflict but Never Learned (Don't Know Much About Series),1997,1104
0810935627,George Washington and the Founding of a Nation (PB),2003,1105
0060928336,"Choose to Reuse: An Encyclopedia of Services, Businesses, Tools & Charitable Programs That Foster Reuse",1995,1106
0671003755,Favorite Scary Stories of American Children,1994,1107
0553268449,Horse People: Scenes from the Riding Life,2004,1108
0684844729,The Joy of Work: Dilbert's Guide to Finding Happiness at the Expense of Your Co-Workers,1999,1109
0395051649,Shades of Gray,1999,1110
0375705228,The Center of Everything,2004,1111
038001503X,Born Free: A Lioness of Two Worlds,2000,1112
0835607860,Paradise Alley: A Novel,2003,1113
158574218X,The American South: Four Seasons of the Land,1980,1114
0806996021,Brightness Reef (Bantam Spectra Book),1995,1115
0440215625,You and I and Yesterday.,1973,1116
0316777730,The 25-year War (Da Capo Paperback),1990,1117
0375501851,When Will Jesus Bring the Pork Chops?,2005,1118
0877733759,A New Treasury of Poetry,1990,1119
0805019367,It's Not Fair Pb,1996,1120
0140070206,One Magical Sunday: (But Winning Isn't Everything),2005,1121
0140236589,A Mother's Legacy: Wisdom from Mothers to Daughters,2000,1122
0140042393,Life is an Attitude (Fifty-Minute S.),1992,1123
1590520653,Blue Frontier : Saving America's Living Seas,2001,1124
1590521994,The Metropolitan Opera: Stories of the Great Operas,1984,1125
3446202218,"Financial Accounting: An Introduction to Concepts, Methods and Uses",1999,1126
3499134446,Who Put That Hair in My Toothbrush?,2000,1127
067142517X,When the Fairy Dust Settles: A Mother and Her Daughter Discuss What Really Matters,2004,1128
0671726889,"Young Cam Jansen and the Lost Tooth (Penguin Young Readers, L3)",1999,1129
0446601241,Yummy Yucky (Leslie Patricelli board books),2003,1130
0451124340,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Further Confessions of Georgia Nicolson)",2006,1131
0345384466,Love Is Letting Go of Fear,1979,1132
0446604801,In Defense of Elitism,1995,1133
0345422392,Who Says a Dog Goes Bow-Wow?,1993,1134
0679734775,Cooking With Hot Flashes: And Other Ways to Make Middle Age Profitable,2004,1135
0440414717,Adrian Mole: The Cappuccino Years,2003,1136
0689715625,"The Action Hero's Handbook: How to Catch a Great White Shark, Perform the Vulcan Nerve Pinch, Track a Fugitive, and Dozens of Other TV and Movie Skills",2002,1137
0812539389,History of Art: A survey of the major visual arts from the dawn of history to the present day,1986,1138
0152013369,"Human Body (Explorer Plus, Ladybird)",1996,1139
0425124819,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,2001,1140
0345409469,Seven Types of Ambiguity,2005,1141
1558747346,The Don't Sweat Guide for Parents: Reduce Stress and Enjoy Your Kids More (Don't Sweat Guides),2001,1142
0373250177,"What Madness Brought Me Here: New and Selected Poems, 1968–1988 (Wesleyan Poetry Series)",1991,1143
0763615382,The Power of Beauty,1996,1144
0965975401,I'm Just a DJ But...It Makes Sense to Me,2005,1145
0141001771,Fish! Tales: Real-Life Stories to Help You Transform Your Workplace and Your Life,2002,1146
068930935X,Before the Change: Taking Charge of Your Perimenopause,2003,1147
0451523369,Sleep Toward Heaven: A Novel,2004,1148
0786884622,"Get Healthy Now! A Complete Guide to Prevention, Treatment and Healthy Living",1999,1149
0449005569,Life's 2 Percent Solution: Simple Steps to Achieve Happiness and Balance,2005,1150
0671027344,"Burn Before Reading: Presidents, CIA Directors, and Secret Intelligence",2005,1151
8885989632,Moon Dance (Sparkle Books),2009,1152
0786927089,"What Goes Up: The Uncensored History of Modern Wall Street as Told by the Bankers, Brokers, CEOs, and Scoundrels Who Made It Happen",2005,1153
0684831058,Lipstick Jungle,2005,1154
006019491X,The Snow Angel,1991,1155
0684819066,Watercolor (Artist's Library series #02),1984,1156
0375420673,The Butcher of Beverly Hills: A Novel,2005,1157
0140368558,The Bust Guide to the New Girl Order,1999,1158
0395353416,"The Eternity Code (Artemis Fowl, Book 3)",2004,1159
0066211611,Disney Princess: Happily Ever After Stories (Disney Storybook Collections),2004,1160
0312254164,Mr. Midshipman Hornblower (Hornblower Saga (Paperback)),1998,1161
3453147243,White: A Novel,2005,1162
3746611229,Mr. Popper's Penguins,1992,1163
3492229336,The Stuntwoman's Workout: Get Your Body Ready for Anything,2005,1164
3453177800,"A Christmas Promise (Cape Light, Book 5)",2005,1165
3423009152,The United States of Wal-Mart,2005,1166
3596133319,Houses of Stone,1993,1167
3822813397,"The Couple's Comfort Book: A Creative Guide for Renewing Passion, Pleasure, and Commitment",1994,1168
3426871874,The Mirror of Merlin,1999,1169
3453171977,The Visible Universe (Voyage Through the Universe),1990,1170
3423620005,Thinking Together: Making Meetings Work,1993,1171
034537522X,Annette Annechild's Wok Your Way Skinny,1984,1172
0345375211,A Girl and Her Money,2003,1173
034545829X,The Spy's Guide: Office Espionage,2003,1174
0140042520,Principles of Community Psychology: Perspectives and Applications,1996,1175
0380789035,Amazing Grace,2005,1176
0446677574,Shoot the Moon,2005,1177
0345358791,American Sucker,2004,1178
0060964049,Legal Problem Solver: A Quick-and-Easy Action Guide to the Law,1994,1179
0380558483,Decorative Paint and Faux Finishes,1999,1180
1558171398,Walking in the Garden of Souls,2001,1181
0425121046,"Undercover Golf: An Off-the Links Guide to Improving Your Game - at Work, at Home, and on the Sly",2004,1182
0441317502,"Mom, Can I Move Back In With You?: A Survival Guide for Parents of Twentysomethings",2004,1183
0804102279,Introduction To Aristotle,1965,1184
0812551389,Cooking with Master Chefs,1993,1185
0345298985,Kennedy a Time Remembered (A Quartet/Visual arts book),1983,1186
0345316991,Mews Items: Amazing but True Cat Stories,2005,1187
034531042X,Spy High Mission Two: Chaos Rising (Spy High (Little Brown and Company)),2004,1188
0345310306,Pass It On: An Insiders Novel,2004,1189
0345310292,The Christmas List,2003,1190
034531011X,The Book of Crepes and Omelets,1989,1191
0679734058,Little Rabbits Baby Brother,1988,1192
0451130448,Hey! Get Off Our Train (Dragonfly Books),1994,1193
0553266500,Rumpole on Trial,1992,1194
0440206154,Exploring Britain,1994,1195
0345370775,A Separate Battle: Women and the Civil War (Young Readers' History of the Civil War),1996,1196
0441366945,The Discipline Book: How to Have a Better-Behaved Child From Birth to Age Ten,1995,1197
0553574833,"Prescriptions for Living: Inspirational Lessons for a Joyful, Loving Life",1999,1198
0915950839,"Miller's Pocket Fact File: Antiques: Essential Information for Dealers, Collectors and Enthusiasts",2006,1199
0060242388,Princess Collection: Love and Friendship Stories,1999,1200
0452265347,"Once Upon a Princess, Vol. 2",2003,1201
0743457943,The Incredibles Amazing 3-D Adventure!,2004,1202
0373484224,Guess How Much I Love You,1995,1203
0553205757,Ticket to Latvia: A Journey from Berlin to the Baltic (Owl Traveler),1991,1204
0060171510,Software Management (Ieee Computer Society Press Tutorial),1993,1205
0312421001,"Prostate & Cancer Revised: A Family Guide To Diagnosis, Treatment, And Survival",2000,1206
0786000988,Operating Instructions: A Journal of My Son's First Year (Ballantine Reader's Circle),1994,1207
0380789019,"Religion, Ethnicity, and Politics: Ratifying the Constitution in Pennsylvania",1995,1208
0451135989,Whining: 3 Steps to Stop It Before the Tears and Tantrums Start,2000,1209
0380018179,Choosing the Right School for Your Child: A Guide to Selected Elementary Schools in the Washington Area,1990,1210
0679004785,Tooth and Nail: A Novel Approach to the New SAT,1994,1211
0684825821,An American Bestiary,1979,1212
0517395754,Three Strides Before the Wire: The Dark and Beautiful World of Horse Racing,2003,1213
067101420X,The Boundaryless Organization: Breaking the Chains of Organizational Structure (The Jossey-Bass Management Series),1995,1214
0679457313,Sisters,2003,1215
0394557433,Climbing High: A Woman's Account of Surviving the Everest Tragedy,1999,1216
0553571656,"Artful Work: Awakening Joy, Meaning, and Commitment in the Workplace",1995,1217
0312169787,Words to Live By: A Journal of Wisdom for Someone You Love,2005,1218
0942257324,Magellan: & The Exploration of South America (Great Explorer Series),1998,1219
0805008950,Women Photographers at National Geographic (Direct Mail Edition),2000,1220
0786866276,The Circle of Innovation: You Can't Shrink Your Way to Greatness,1997,1221
0151000638,Our Meals,1998,1222
0140266771,The Jester,2003,1223
015644450X,"Between Inner Space and Outer Space: Essays on Science, Art, and Philosophy",1999,1224
0679723420,Drake & the 16Th-Century Explorers (Great Explorer Series),1998,1225
0441004016,Southerners: Portrait of a People,1986,1226
0671500546,The Best of Gourmet: Featuring the Flavors of England Ireland and Scotland,1996,1227
0140620338,Charles Dickens: His Tragedy and Triumph,1977,1228
0460878263,Nathalie Dupree Cooks Quick Meals For Busy Days: 180 Delicious Timesaving Recipes,1996,1229
3257061269,"The Gecko: An Owner's Guide to a Happy Healthy Pet (Your Happy Healthy Pet, 85)",1998,1230
3453210999,Cookie Time: With Vintage Cookie Jars from the Andy Warhol Collection,1992,1231
3404126661,How I Play Golf,2001,1232
3453177622,The Lights of Christmas (Twinkle Lights),2005,1233
3453863593,Crossing the Threshold of Hope,1995,1234
3499108518,The Working Stiff Cookbook: Great Food! Easy Recipes!,1998,1235
3518367064,Wise Women Speak to the Woman Turning 30 (Capital Lifestyles),2002,1236
3453199766,Lament for a Silver-Eyed Woman,1987,1237
3746670144,The Light of Conscience: How a Simple Act Can Change Your Life,2004,1238
3453088433,Body & Soul,1993,1239
0425137015,Soldiering For Freedom: A GI's Account Of World War II (Texas A & M University Military History Series) (Volume 98),2005,1240
0553572490,In the Ballpark: The Working Lives of Baseball People,1999,1241
0553576976,Partners in Prayer,1996,1242
0451450604,The Go-Getter: A Story That Tells You How To Be One,1963,1243
0441001335,Rebecca West: A Life,1987,1244
0451454677,Reader's Digest Children's World Atlas,1993,1245
0373257074,Getting The Girl,2004,1246
0441435351,Had Enough?: A Handbook for Fighting Back,2003,1247
0373092237,What Ifs? of American History: Eminent Historians Imagine What Might Have Been,2003,1248
0373057296,"Pacific Northwest Flavors: 150 Recipes from the Region's Farmland, Coastline, Mountains, and Cities",1995,1249
0373058446,Herblock at Large,1987,1250
0349103232,They Only Look Dead: Why Progressives Will Dominate the Next Political Era,1996,1251
0571197779,"Every Boy's Got One (The Boy Series, 3)",2009,1252
0679745653,Snowboard Champ (Matt Christopher Sports Classics),2004,1253
0571200389,What's Happening to Grandpa?,2004,1254
0785268480,Fad Surfing In The Boardroom: Managing In The Age Of Instant Answers,1996,1255
014044503X,100 Banned Books: Censorship Histories of World Literature,1999,1256
0851707777,Private Soldiers and Public Heroes: An American Album of the Common Man's Civil War from the Pages of Civil War Times Illustrated,1998,1257
0006276199,"Mirror, Mirror & A History Of The Human Love Affair With Reflection",2003,1258
0551031123,Looking for Love,1979,1259
0551030682,Annie & Co.,1991,1260
0551032510,When Will Jesus Bring the Pork Chops?,2004,1261
000649840X,"People Pooches & Problems: Understanding, Controlling and Correcting Problem Behavior in Your Dog",1991,1262
0140431268,The Best Home Businesses for the 21st Century: The Inside Information You Need to Know to Select a Home-Based Business That's,1999,1263
0099771519,The Reader's Companion to Military History,1996,1264
0486265862,The Twins of Tribeca,2005,1265
067102535X,What Am I Doing Here,1990,1266
0876855575,The Women's Complete Health Book,1995,1267
0330376136,Presidential Sex: From the Founding Fathers to Bill Clinton,1996,1268
0140272658,Discover Science Almanac (Stonesong Press Books),2003,1269
3407780028,"USA Today Crossword Puzzle Dictionary: The Newest, Most Comprehensive and Authoritative Crossword Reference Book",1995,1270
3407780117,The Good Enough Teen: Raising Adolescents with Love and Acceptance (Despite How Impossible They Can Be),2005,1271
3257250398,The Simpsons Uncensored Family Album,1991,1272
3257250053,Versailles: A Novel,2003,1273
3257250460,My Recipes are for the Birds,1976,1274
3442435951,Families (Looking at Paintings),1992,1275
3442435838,The Funny Thing Is...,2003,1276
3608919724,GREAT RIVALRY The Yankees and the Red Sox,1991,1277
3453132262,The Flounder,1978,1278
379411664X,The Callahan Cousins: Summer Begins,2005,1279
340780573X,Draw Super Manga Monsters!,2005,1280
3407805853,"Fun with Family Photos: Crafts, Keepsakes, Gifts",2005,1281
0385720920,Your Baby's First Year Week By Week (Your Pregnancy Series),2000,1282
0385498721,"The Dating Game (The Dating Game, 1)",2005,1283
0972948503,"You Know You Love Me: A Gossip Girl Novel (Gossip Girl, 2)",2002,1284
0380813815,Cryptozoo Crew 1,2005,1285
2070372294,Baby Coyote Counts,2004,1286
2264030542,While Mrs. Coverlet Was Away,2001,1287
0030615321,What Mommies Do Best/ What Daddies Do Best,1998,1288
0836217632,Stitches in Time,1995,1289
0140099832,Chris Carmichael's Food for Fitness: Eat Right to Train Right,2005,1290
0385314744,Orbit: NASA Astronauts Photograph The Earth,1996,1291
0316107417,Bugialli on Pasta,2000,1292
0894803700,The Bride's Thank-You Note Handbook,1985,1293
0449221164,The New Competition,1985,1294
0553801031,"That's Doctor Sinatra, You Little Bimbo! (A Doonesbury book / by G.B. Trudeau)",1986,1295
0590457225,The Rule of Law in the Wake of Clinton,2001,1296
0316929190,Embattled Shrine: Jamestown in the Civil War,1997,1297
0553052845,The North Fights the Civil War: The Home Front (American Ways Series),1994,1298
0140390693,The People's Pharmacy Guide to Home and Herbal Remedies,1999,1299
0439404371,The Best American Travel Writing 2000,2000,1300
0939766027,Noah and the Ark: A Bible Spin-Me-Around Book,2005,1301
0679741011,Zach's Lie,2003,1302
0345307674,"The Exception to the Rulers: Exposing Oily Politicians, War Profiteers, and the Media That Love Them",2005,1303
0425071421,Wheelers,2000,1304
0345297687,The Hearts of Men: American Dreams and the Flight from Commitment,1983,1305
0766607119,The Mouse of Amherst,2001,1306
1573225789,Baseball Companion,1991,1307
0380754843,Winner-Take-All Society,1995,1308
0345368940,True Believer,2005,1309
0345331605,The Vacant Chair: The Northern Soldier Leaves Home,1993,1310
0425050807,"Hey, Idiot! Chronicles of Human Stupidity",2003,1311
044100962X,The Stones of Summer,2003,1312
